Suburb,City,Price,SQFT,Price_per_sqft,Bedrooms,Bathrooms,Zip Code,House Type,Built,Remodeled,Country,Condition
Dubai Creek Harbour (The Lagoons),Dubai,"$1,200,000.00 ",1133,"$1,059.14 ",2,2,25315,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$1,599,999.00 ",1547,"$1,034.26 ",3,3,25315,Apartment,2006,0,U.A.E,5
Downtown Dubai,Dubai,"$2,800,000.00 ",1571,"$1,782.30 ",2,3,25314,Apartment,2022,0,U.A.E,4
Dubai Marina,Dubai,"$2,099,950.00 ",1443,"$1,455.27 ",2,3,25314,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$2,100,000.00 ",1618,"$1,297.90 ",1,2,25314,Apartment,2019,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$1,248,975.00 ",793,"$1,575.00 ",2,2,25314,Apartment,2018,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$757,809.00 ",493,"$1,537.14 ",1,1,25314,Apartment,2009,0,U.A.E,4
Dubai Marina,Dubai,"$1,190,000.00 ",1734,$686.27 ,3,3,25315,Apartment,2007,0,U.A.E,4
Arjan,Dubai,"$1,100,000.00 ",1857,$592.35 ,3,3,25315,Apartment,2017,0,U.A.E,4
Barsha Heights (Tecom),Dubai,"$950,000.00 ",1397,$680.03 ,2,3,25314,Apartment,2021,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,400,000.00 ",1690,$828.40 ,2,3,25314,Apartment,2021,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,650,000.00 ",3022,$876.90 ,4,5,25315,Apartment,2014,0,U.A.E,5
Dubai Hills Estate,Dubai,"$700,000.00 ",654,"$1,070.34 ",1,1,25315,Apartment,2023,0,U.A.E,5
Dubai Marina,Dubai,"$1,000,000.00 ",1305,$766.28 ,2,2,25314,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$720,000.00 ",737,$976.93 ,1,2,25315,Apartment,2014,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,800,000.00 ",1991,$904.07 ,2,2,25315,Apartment,2017,0,U.A.E,4
Discovery Gardens,Dubai,"$420,000.00 ",925,$454.05 ,1,2,25315,Apartment,2023,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$474,000.00 ",478,$991.63 ,0,1,25315,Apartment,2008,0,U.A.E,4
Dubai Marina,Dubai,"$925,000.00 ",841,"$1,099.88 ",1,1,25314,Apartment,2017,0,U.A.E,4
Dubai Production City (IMPZ),Dubai,"$370,000.00 ",712,$519.66 ,1,2,25314,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$17,798,550.00 ",6160,"$2,889.38 ",3,5,25314,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$1,490,000.00 ",2161,$689.50 ,3,4,25314,Apartment,2015,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$7,800,000.00 ",2586,"$3,016.24 ",3,4,25315,Apartment,2020,0,U.A.E,5
Dubai Creek Harbour (The Lagoons),Dubai,"$2,027,888.00 ",1070,"$1,895.22 ",2,2,25314,Apartment,2021,0,U.A.E,4
Dubai Marina,Dubai,"$840,477.00 ",474,"$1,773.16 ",0,1,25315,Apartment,2020,0,U.A.E,4
Dubai Marina,Dubai,"$2,700,000.00 ",2363,"$1,142.62 ",3,4,25314,Apartment,2013,0,U.A.E,5
Business Bay,Dubai,"$1,349,888.00 ",1055,"$1,279.51 ",2,3,25314,Apartment,2006,0,U.A.E,5
Business Bay,Dubai,"$1,349,888.00 ",1388,$972.54 ,2,3,25314,Apartment,2016,0,U.A.E,5
Dubai Marina,Dubai,"$949,999.00 ",971,$978.37 ,1,3,25314,Apartment,2021,0,U.A.E,4
International City,Dubai,"$220,000.00 ",484,$454.55 ,0,1,25315,Apartment,2008,0,U.A.E,5
Palm Jumeirah,Dubai,"$6,500,000.00 ",2629,"$2,472.42 ",3,5,25314,Apartment,2015,0,U.A.E,4
Downtown Dubai,Dubai,"$1,025,000.00 ",1062,$965.16 ,2,3,25314,Apartment,2022,0,U.A.E,4
Greens,Dubai,"$645,000.00 ",754,$855.44 ,1,1,25315,Apartment,2007,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,899,999.00 ",1181,"$2,455.55 ",2,3,25315,Apartment,2016,0,U.A.E,4
Business Bay,Dubai,"$900,000.00 ",616,"$1,461.04 ",0,1,25315,Apartment,2011,0,U.A.E,4
Motor City,Dubai,"$599,999.00 ",1140,$526.31 ,1,2,25314,Apartment,2006,0,U.A.E,4
Business Bay,Dubai,"$1,550,000.00 ",1300,"$1,192.31 ",2,3,25315,Apartment,2016,0,U.A.E,5
Meydan,Dubai,"$2,974,999.00 ",2795,"$1,064.40 ",4,6,25314,Apartment,2022,0,U.A.E,5
DAMAC Hills,Dubai,"$1,601,000.00 ",1525,"$1,049.84 ",2,2,25314,Apartment,2009,0,U.A.E,4
Dubai Harbour,Dubai,"$2,142,888.00 ",1133,"$1,891.34 ",2,3,25314,Apartment,2020,0,U.A.E,5
Dubai Harbour,Dubai,"$1,715,000.00 ",789,"$2,173.64 ",1,2,25315,Apartment,2023,0,U.A.E,5
Dubai Harbour,Dubai,"$2,551,888.00 ",1252,"$2,038.25 ",2,2,25315,Apartment,2015,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$3,800,000.00 ",2150,"$1,767.44 ",2,2,25314,Apartment,2007,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$1,050,000.00 ",760,"$1,381.58 ",1,2,25314,Apartment,2007,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,300,943.00 ",1095,"$2,101.32 ",2,3,25314,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$1,265,000.00 ",1241,"$1,019.34 ",2,3,25314,Apartment,2023,0,U.A.E,4
Dubai Production City (IMPZ),Dubai,"$230,000.00 ",362,$635.36 ,0,1,25314,Apartment,2019,0,U.A.E,5
Dubai Production City (IMPZ),Dubai,"$230,000.00 ",380,$605.26 ,0,1,25314,Apartment,2009,0,U.A.E,5
Discovery Gardens,Dubai,"$300,000.00 ",493,$608.52 ,0,1,25314,Apartment,2020,0,U.A.E,4
Dubai Healthcare City,Dubai,"$500,000.00 ",474,"$1,054.85 ",0,1,25314,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$17,888,888.00 ",5253,"$3,405.46 ",4,4,25315,Apartment,2007,0,U.A.E,5
Dubai Marina,Dubai,"$1,350,000.00 ",1330,"$1,015.04 ",2,3,25314,Apartment,2005,0,U.A.E,4
Dubai Marina,Dubai,"$3,125,000.00 ",1814,"$1,722.71 ",3,4,25315,Apartment,2005,0,U.A.E,5
The Views,Dubai,"$1,340,000.00 ",1347,$994.80 ,2,2,25315,Apartment,2020,0,U.A.E,4
Downtown Dubai,Dubai,"$810,000.00 ",727,"$1,114.17 ",1,1,25314,Apartment,2022,0,U.A.E,4
Dubai Marina,Dubai,"$1,000,000.00 ",660,"$1,515.15 ",1,2,25314,Apartment,2023,0,U.A.E,4
Dubai Marina,Dubai,"$930,000.00 ",723,"$1,286.31 ",1,2,25314,Apartment,2010,0,U.A.E,4
Dubai Marina,Dubai,"$1,800,000.00 ",1328,"$1,355.42 ",2,3,25315,Apartment,2023,0,U.A.E,5
Al Furjan,Dubai,"$850,000.00 ",1398,$608.01 ,2,2,25315,Apartment,2014,0,U.A.E,4
Dubai Sports City,Dubai,"$550,000.00 ",1322,$416.04 ,2,3,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$1,600,000.00 ",742,"$2,156.33 ",1,1,25315,Apartment,2006,0,U.A.E,4
Business Bay,Dubai,"$600,000.00 ",485,"$1,237.11 ",0,1,25314,Apartment,2012,0,U.A.E,4
Al Furjan,Dubai,"$675,000.00 ",877,$769.67 ,1,1,25315,Apartment,2011,0,U.A.E,5
Business Bay,Dubai,"$1,170,000.00 ",914,"$1,280.09 ",1,1,25315,Apartment,2013,0,U.A.E,5
Business Bay,Dubai,"$2,000,000.00 ",2043,$978.95 ,3,3,25314,Apartment,2023,0,U.A.E,4
Business Bay,Dubai,"$1,698,000.00 ",1512,"$1,123.02 ",2,3,25314,Apartment,2019,0,U.A.E,4
Dubai Harbour,Dubai,"$4,335,888.00 ",1700,"$2,550.52 ",3,3,25314,Apartment,2015,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$3,029,888.00 ",1662,"$1,823.04 ",3,3,25314,Apartment,2019,0,U.A.E,4
Downtown Dubai,Dubai,"$2,166,888.00 ",1087,"$1,993.46 ",2,2,25315,Apartment,2009,0,U.A.E,4
Downtown Dubai,Dubai,"$4,507,888.00 ",1604,"$2,810.40 ",3,3,25314,Apartment,2011,0,U.A.E,4
DAMAC Hills,Dubai,"$718,000.00 ",769,$933.68 ,1,2,25315,Apartment,2018,0,U.A.E,4
DAMAC Hills,Dubai,"$718,000.00 ",769,$933.68 ,1,2,25315,Apartment,2022,0,U.A.E,4
DAMAC Hills,Dubai,"$546,000.00 ",509,"$1,072.69 ",0,1,25314,Apartment,2009,0,U.A.E,4
DAMAC Hills,Dubai,"$718,000.00 ",769,$933.68 ,1,2,25315,Apartment,2007,0,U.A.E,4
DAMAC Hills,Dubai,"$546,000.00 ",509,"$1,072.69 ",0,1,25315,Apartment,2013,0,U.A.E,4
Business Bay,Dubai,"$1,870,000.00 ",1237,"$1,511.72 ",2,2,25315,Apartment,2022,0,U.A.E,5
DAMAC Hills,Dubai,"$1,442,977.00 ",1302,"$1,108.28 ",1,1,25315,Apartment,2016,0,U.A.E,4
DAMAC Hills,Dubai,"$1,645,000.00 ",1619,"$1,016.06 ",2,2,25315,Apartment,2013,0,U.A.E,5
Dubai Marina,Dubai,"$3,690,888.00 ",1747,"$2,112.70 ",3,3,25315,Apartment,2023,0,U.A.E,4
Business Bay,Dubai,"$709,000.00 ",469,"$1,511.73 ",1,1,25314,Apartment,2011,0,U.A.E,5
Business Bay,Dubai,"$710,000.00 ",465,"$1,526.88 ",1,1,25314,Apartment,2013,0,U.A.E,4
Business Bay,Dubai,"$713,000.00 ",470,"$1,517.02 ",1,1,25315,Apartment,2016,0,U.A.E,5
Business Bay,Dubai,"$786,000.00 ",466,"$1,686.70 ",1,1,25315,Apartment,2011,0,U.A.E,4
Business Bay,Dubai,"$794,000.00 ",471,"$1,685.77 ",1,1,25314,Apartment,2019,0,U.A.E,5
Business Bay,Dubai,"$1,288,000.00 ",913,"$1,410.73 ",2,2,25315,Apartment,2011,0,U.A.E,4
Business Bay,Dubai,"$690,000.00 ",428,"$1,612.15 ",0,1,25315,Apartment,2015,0,U.A.E,4
Business Bay,Dubai,"$999,000.00 ",696,"$1,435.34 ",1,1,25315,Apartment,2005,0,U.A.E,5
Business Bay,Dubai,"$2,437,000.00 ",1696,"$1,436.91 ",3,3,25314,Apartment,2020,0,U.A.E,5
Business Bay,Dubai,"$2,439,000.00 ",1686,"$1,446.62 ",3,3,25314,Apartment,2023,0,U.A.E,5
Business Bay,Dubai,"$2,448,000.00 ",1696,"$1,443.40 ",3,3,25314,Apartment,2022,0,U.A.E,5
Business Bay,Dubai,"$2,312,000.00 ",1046,"$2,210.33 ",1,2,25314,Apartment,2022,0,U.A.E,5
Business Bay,Dubai,"$1,644,000.00 ",991,"$1,658.93 ",2,2,25314,Apartment,2020,0,U.A.E,4
Dubai Marina,Dubai,"$3,863,000.00 ",1923,"$2,008.84 ",3,4,25315,Apartment,2008,0,U.A.E,5
Dubai Marina,Dubai,"$3,890,000.00 ",1939,"$2,006.19 ",3,4,25315,Apartment,2021,0,U.A.E,4
Business Bay,Dubai,"$1,915,000.00 ",2000,$957.50 ,3,4,25314,Apartment,2022,0,U.A.E,4
The Views,Dubai,"$1,340,000.00 ",1400,$957.14 ,2,2,25314,Apartment,2005,0,U.A.E,4
Business Bay,Dubai,"$560,000.00 ",491,"$1,140.53 ",0,1,25315,Apartment,2007,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$999,000.00 ",1574,$634.69 ,2,3,25314,Apartment,2012,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,300,000.00 ",1481,$877.79 ,2,4,25314,Apartment,2017,0,U.A.E,5
Dubai Marina,Dubai,"$2,750,000.00 ",1657,"$1,659.63 ",3,4,25314,Apartment,2023,0,U.A.E,4
Dubai Harbour,Dubai,"$2,160,888.00 ",1171,"$1,845.34 ",2,3,25315,Apartment,2021,0,U.A.E,4
The Hills,Dubai,"$4,278,888.00 ",3607,"$1,186.27 ",3,3,25314,Apartment,2018,0,U.A.E,4
Al Furjan,Dubai,"$950,000.00 ",1556,$610.54 ,3,4,25315,Apartment,2023,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$3,900,000.00 ",2170,"$1,797.24 ",3,3,25315,Apartment,2005,0,U.A.E,5
Greens,Dubai,"$620,000.00 ",764,$811.52 ,1,1,25315,Apartment,2016,0,U.A.E,5
Meydan,Dubai,"$700,000.00 ",676,"$1,035.50 ",1,2,25315,Apartment,2016,0,U.A.E,4
Downtown Dubai,Dubai,"$1,200,000.00 ",831,"$1,444.04 ",1,2,25315,Apartment,2021,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$810,000.00 ",889,$911.14 ,2,2,25314,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$1,100,000.00 ",744,"$1,478.49 ",1,2,25315,Apartment,2023,0,U.A.E,4
The Hills,Dubai,"$3,762,888.00 ",2191,"$1,717.43 ",3,3,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$2,299,000.00 ",1445,"$1,591.00 ",2,3,25314,Apartment,2008,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,800,000.00 ",1158,"$1,554.40 ",1,2,25315,Apartment,2016,0,U.A.E,5
Motor City,Dubai,"$1,000,000.00 ",1642,$609.01 ,2,3,25314,Apartment,2021,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$489,100.00 ",560,$873.39 ,0,1,25314,Apartment,2006,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$480,000.00 ",514,$933.85 ,0,1,25314,Apartment,2018,0,U.A.E,4
Business Bay,Dubai,"$850,000.00 ",410,"$2,073.17 ",0,1,25314,Apartment,2021,0,U.A.E,4
DAMAC Hills,Dubai,"$330,000.00 ",294,"$1,122.45 ",0,1,25315,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$650,000.00 ",693,$937.95 ,1,2,25315,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$680,000.00 ",770,$883.12 ,1,2,25315,Apartment,2019,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$5,170,000.00 ",1959,"$2,639.10 ",4,4,25314,Apartment,2016,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$595,000.00 ",743,$800.81 ,1,2,25315,Apartment,2021,0,U.A.E,5
Downtown Dubai,Dubai,"$1,500,000.00 ",985,"$1,522.84 ",1,2,25314,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$3,950,000.00 ",2010,"$1,965.17 ",3,3,25315,Apartment,2022,0,U.A.E,5
Greens,Dubai,"$1,780,000.00 ",2050,$868.29 ,3,3,25314,Apartment,2008,0,U.A.E,4
Jumeirah Village Triangle,Dubai,"$1,550,000.00 ",1566,$989.78 ,2,2,25314,Apartment,2011,0,U.A.E,4
Dubai Marina,Dubai,"$935,000.00 ",609,"$1,535.30 ",1,2,25315,Apartment,2006,0,U.A.E,4
Downtown Dubai,Dubai,"$4,362,888.00 ",1192,"$3,660.14 ",2,3,25314,Apartment,2019,0,U.A.E,4
Downtown Dubai,Dubai,"$19,498,888.00 ",5253,"$3,711.95 ",4,5,25314,Apartment,2006,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$420,000.00 ",887,$473.51 ,1,2,25314,Apartment,2019,0,U.A.E,5
Greens,Dubai,"$1,790,000.00 ",2128,$841.17 ,3,4,25314,Apartment,2007,0,U.A.E,5
Downtown Dubai,Dubai,"$1,586,888.00 ",607,"$2,614.31 ",1,2,25314,Apartment,2013,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,000,000.00 ",2921,$684.70 ,3,3,25314,Apartment,2006,0,U.A.E,4
Motor City,Dubai,"$1,175,000.00 ",2218,$529.76 ,2,3,25314,Apartment,2006,0,U.A.E,4
Motor City,Dubai,"$900,000.00 ",1550,$580.65 ,2,3,25314,Apartment,2021,0,U.A.E,4
Downtown Dubai,Dubai,"$11,000,000.00 ",3134,"$3,509.89 ",5,6,25314,Apartment,2011,0,U.A.E,5
Business Bay,Dubai,"$850,000.00 ",455,"$1,868.13 ",0,1,25314,Apartment,2018,0,U.A.E,5
Town Square,Dubai,"$1,088,888.00 ",1410,$772.26 ,3,3,25314,Apartment,2006,0,U.A.E,5
Town Square,Dubai,"$1,088,888.00 ",1365,$797.72 ,3,3,25314,Apartment,2021,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$650,000.00 ",896,$725.45 ,1,2,25315,Apartment,2017,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$920,000.00 ",1184,$777.03 ,2,3,25314,Apartment,2006,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$3,000,000.00 ",3593,$834.96 ,3,4,25314,Apartment,2010,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$3,350,000.00 ",3112,"$1,076.48 ",4,4,25314,Apartment,2017,0,U.A.E,5
Palm Jumeirah,Dubai,"$4,400,000.00 ",2398,"$1,834.86 ",3,4,25314,Apartment,2012,0,U.A.E,5
Business Bay,Dubai,"$480,000.00 ",513,$935.67 ,0,1,25314,Apartment,2009,0,U.A.E,5
Dubai Festival City,Dubai,"$2,100,000.00 ",2267,$926.33 ,3,4,25315,Apartment,2022,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$695,000.00 ",713,$974.75 ,0,1,25314,Apartment,2005,0,U.A.E,5
Al Kifaf,Dubai,"$2,100,000.00 ",1612,"$1,302.73 ",2,2,25314,Apartment,2019,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,749,000.00 ",2455,"$1,119.76 ",4,5,25315,Apartment,2008,0,U.A.E,5
Al Sufouh,Dubai,"$839,000.00 ",906,$926.05 ,1,2,25314,Apartment,2008,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$5,900,000.00 ",1923,"$3,068.12 ",2,3,25314,Apartment,2009,0,U.A.E,5
Dubai Marina,Dubai,"$3,000,000.00 ",1867,"$1,606.86 ",3,3,25315,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$711,000.00 ",747,$951.81 ,1,2,25314,Apartment,2010,0,U.A.E,5
Umm Suqeim,Dubai,"$1,444,000.00 ",875,"$1,650.29 ",1,1,25314,Apartment,2021,0,U.A.E,4
The Views,Dubai,"$1,750,000.00 ",1642,"$1,065.77 ",2,2,25315,Apartment,2023,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,511,888.00 ",1666,"$2,107.98 ",3,3,25314,Apartment,2006,0,U.A.E,5
Palm Jumeirah,Dubai,"$624,888.00 ",321,"$1,946.69 ",0,1,25314,Apartment,2006,0,U.A.E,4
Jumeirah,Dubai,"$2,270,000.00 ",1216,"$1,866.78 ",2,3,25315,Apartment,2013,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,200,000.00 ",1218,$985.22 ,2,3,25315,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$1,750,000.00 ",2761,$633.83 ,3,4,25314,Apartment,2016,0,U.A.E,4
Downtown Dubai,Dubai,"$2,150,000.00 ",1367,"$1,572.79 ",2,2,25315,Apartment,2016,0,U.A.E,4
Dubai Land,Dubai,"$395,000.00 ",1057,$373.70 ,1,2,25314,Apartment,2006,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$699,999.00 ",713,$981.77 ,0,1,25314,Apartment,2022,0,U.A.E,5
Dubai Hills Estate,Dubai,"$896,000.00 ",915,$979.23 ,1,2,25314,Apartment,2017,0,U.A.E,5
Dubai Marina,Dubai,"$777,950.00 ",709,"$1,097.25 ",1,1,25315,Apartment,2022,0,U.A.E,5
Motor City,Dubai,"$600,000.00 ",1044,$574.71 ,1,2,25315,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$1,000,000.00 ",1305,$766.28 ,2,3,25315,Apartment,2013,0,U.A.E,4
Culture Village,Dubai,"$6,800,000.00 ",4070,"$1,670.76 ",4,4,25314,Apartment,2010,0,U.A.E,5
Motor City,Dubai,"$450,000.00 ",625,$720.00 ,0,1,25315,Apartment,2005,0,U.A.E,4
Al Barari,Dubai,"$1,307,392.00 ",966,"$1,353.41 ",1,2,25315,Apartment,2006,0,U.A.E,4
wasl gate,Dubai,"$690,777.00 ",730,$946.27 ,2,2,25314,Apartment,2018,0,U.A.E,4
Dubai Sports City,Dubai,"$330,000.00 ",454,$726.87 ,0,1,25315,Apartment,2012,0,U.A.E,5
Dubai Sports City,Dubai,"$400,000.00 ",709,$564.17 ,1,2,25315,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,850,000.00 ",1296,"$1,427.47 ",1,1,25314,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$650,000.00 ",514,"$1,264.59 ",0,1,25315,Apartment,2005,0,U.A.E,5
Meydan,Dubai,"$1,249,999.00 ",1534,$814.86 ,2,3,25315,Apartment,2017,0,U.A.E,4
DIFC,Dubai,"$2,500,000.00 ",1757,"$1,422.88 ",2,3,25315,Apartment,2013,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$500,000.00 ",620,$806.45 ,1,1,25314,Apartment,2020,0,U.A.E,4
Al Sufouh,Dubai,"$2,000,000.00 ",1783,"$1,121.70 ",3,4,25315,Apartment,2005,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,200,000.00 ",1633,$734.84 ,2,3,25315,Apartment,2018,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,250,000.00 ",791,"$1,580.28 ",1,2,25315,Apartment,2019,0,U.A.E,4
Downtown Dubai,Dubai,"$4,600,000.00 ",2019,"$2,278.36 ",3,4,25315,Apartment,2023,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$674,000.00 ",940,$717.02 ,1,2,25315,Apartment,2022,0,U.A.E,5
Downtown Dubai,Dubai,"$1,490,000.00 ",1198,"$1,243.74 ",2,3,25314,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$1,300,000.00 ",822,"$1,581.51 ",1,2,25314,Apartment,2012,0,U.A.E,5
The Views,Dubai,"$1,750,000.00 ",1642,"$1,065.77 ",2,2,25315,Apartment,2005,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$559,999.00 ",1071,$522.87 ,1,2,25314,Apartment,2010,0,U.A.E,4
Dubai Marina,Dubai,"$850,000.00 ",1328,$640.06 ,2,3,25315,Apartment,2008,0,U.A.E,5
Mirdif,Dubai,"$1,419,000.00 ",1330,"$1,066.92 ",2,3,25315,Apartment,2016,0,U.A.E,4
Mirdif,Dubai,"$1,696,000.00 ",1600,"$1,060.00 ",3,3,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$2,500,000.00 ",1329,"$1,881.11 ",2,3,25315,Apartment,2021,0,U.A.E,4
Business Bay,Dubai,"$1,590,000.00 ",1325,"$1,200.00 ",2,3,25314,Apartment,2009,0,U.A.E,5
Downtown Dubai,Dubai,"$1,400,000.00 ",1356,"$1,032.45 ",2,3,25314,Apartment,2005,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$385,000.00 ",398,$967.34 ,0,1,25314,Apartment,2005,0,U.A.E,4
Dubai Hills Estate,Dubai,"$1,700,000.00 ",1541,"$1,103.18 ",2,3,25315,Apartment,2019,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,500,000.00 ",1315,"$1,140.68 ",2,3,25314,Apartment,2011,0,U.A.E,5
Business Bay,Dubai,"$1,150,000.00 ",943,"$1,219.51 ",1,2,25314,Apartment,2021,0,U.A.E,4
Downtown Dubai,Dubai,"$1,500,000.00 ",856,"$1,752.34 ",1,2,25315,Apartment,2020,0,U.A.E,4
Business Bay,Dubai,"$799,999.00 ",929,$861.14 ,1,2,25315,Apartment,2009,0,U.A.E,4
Business Bay,Dubai,"$2,425,000.00 ",2000,"$1,212.50 ",3,5,25314,Apartment,2016,0,U.A.E,4
Business Bay,Dubai,"$1,698,000.00 ",1512,"$1,123.02 ",2,3,25314,Apartment,2018,0,U.A.E,4
Umm Suqeim,Dubai,"$2,300,000.00 ",1623,"$1,417.13 ",2,2,25315,Apartment,2018,0,U.A.E,4
Dubai Marina,Dubai,"$4,950,888.00 ",2334,"$2,121.20 ",4,4,25315,Apartment,2017,0,U.A.E,4
Jumeirah,Dubai,"$1,366,000.00 ",816,"$1,674.02 ",1,1,25315,Apartment,2006,0,U.A.E,5
Jumeirah,Dubai,"$4,905,000.00 ",1574,"$3,116.26 ",1,1,25315,Apartment,2008,0,U.A.E,4
Jumeirah,Dubai,"$9,209,000.00 ",2249,"$4,094.71 ",2,2,25315,Apartment,2009,0,U.A.E,5
DAMAC Hills,Dubai,"$730,000.00 ",777,$939.51 ,1,1,25314,Apartment,2010,0,U.A.E,4
Downtown Dubai,Dubai,"$1,200,000.00 ",1026,"$1,169.59 ",1,2,25314,Apartment,2021,0,U.A.E,5
Downtown Dubai,Dubai,"$3,499,888.00 ",1639,"$2,135.38 ",2,3,25314,Apartment,2018,0,U.A.E,5
Downtown Dubai,Dubai,"$2,099,888.00 ",1133,"$1,853.39 ",1,2,25314,Apartment,2021,0,U.A.E,4
Business Bay,Dubai,"$1,375,000.00 ",1270,"$1,082.68 ",2,2,25314,Apartment,2015,0,U.A.E,5
Dubai Marina,Dubai,"$1,400,000.00 ",1371,"$1,021.15 ",2,3,25315,Apartment,2017,0,U.A.E,4
Downtown Dubai,Dubai,"$1,000,000.00 ",909,"$1,100.11 ",1,2,25315,Apartment,2006,0,U.A.E,5
Dubai Marina,Dubai,"$1,980,000.00 ",1853,"$1,068.54 ",3,3,25315,Apartment,2011,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,113,661.00 ",1194,$932.71 ,2,3,25314,Apartment,2012,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$649,411.00 ",690,$941.18 ,1,1,25314,Apartment,2018,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,850,000.00 ",1638,"$1,129.43 ",3,4,25314,Apartment,2019,0,U.A.E,4
Discovery Gardens,Dubai,"$420,000.00 ",947,$443.51 ,1,2,25315,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$2,600,000.00 ",1485,"$1,750.84 ",2,3,25315,Apartment,2011,0,U.A.E,5
International City,Dubai,"$550,000.00 ",824,$667.48 ,1,2,25315,Apartment,2019,0,U.A.E,5
Al Furjan,Dubai,"$770,000.00 ",906,$849.89 ,2,2,25314,Apartment,2010,0,U.A.E,5
Dubai Healthcare City,Dubai,"$558,000.00 ",325,"$1,716.92 ",1,1,25315,Apartment,2020,0,U.A.E,5
Remraam,Dubai,"$260,000.00 ",401,$648.38 ,0,1,25315,Apartment,2013,0,U.A.E,5
Downtown Dubai,Dubai,"$5,796,888.00 ",1861,"$3,114.93 ",3,4,25315,Apartment,2012,0,U.A.E,5
Jebel Ali,Dubai,"$420,000.00 ",430,$976.74 ,0,1,25315,Apartment,2019,0,U.A.E,4
Meydan,Dubai,"$940,000.00 ",758,"$1,240.11 ",1,2,25314,Apartment,2018,0,U.A.E,5
Downtown Dubai,Dubai,"$1,800,000.00 ",1232,"$1,461.04 ",2,2,25314,Apartment,2016,0,U.A.E,5
