Suburb,City,Price,SQFT,Price_per_sqft,Bedrooms,Bathrooms,Zip Code,House Type,Built,Remodeled,Country,Condition
Dubai Marina,Dubai,"$560,000.00 ",691,$810.42 ,1,2,25315,Apartment,2012,0,U.A.E,5
Palm Jumeirah,Dubai,"$992,888.00 ",713,"$1,392.55 ",1,2,25315,Apartment,2009,0,U.A.E,5
Jumeirah,Dubai,"$1,234,000.00 ",754,"$1,636.60 ",1,2,25314,Apartment,2019,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$1,300,000.00 ",1089,"$1,193.76 ",2,3,25314,Apartment,2008,0,U.A.E,4
Mudon,Dubai,"$1,150,000.00 ",965,"$1,191.71 ",2,3,25314,Apartment,2017,0,U.A.E,5
The Views,Dubai,"$1,400,000.00 ",1450,$965.52 ,2,2,25314,Apartment,2010,0,U.A.E,4
The Views,Dubai,"$1,690,000.00 ",1305,"$1,295.02 ",2,3,25315,Apartment,2023,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,050,000.00 ",1620,$648.15 ,1,1,25314,Apartment,2018,0,U.A.E,5
The Views,Dubai,"$1,500,000.00 ",1665,$900.90 ,3,2,25314,Apartment,2019,0,U.A.E,4
Mirdif,Dubai,"$2,892,000.00 ",2704,"$1,069.53 ",4,5,25314,Apartment,2021,0,U.A.E,5
Mirdif,Dubai,"$1,688,000.00 ",1581,"$1,067.68 ",3,4,25315,Apartment,2021,0,U.A.E,4
Mirdif,Dubai,"$1,399,000.00 ",1321,"$1,059.05 ",2,3,25314,Apartment,2009,0,U.A.E,4
Downtown Dubai,Dubai,"$3,750,000.00 ",1362,"$2,753.30 ",2,3,25314,Apartment,2011,0,U.A.E,5
Dubai Marina,Dubai,"$1,574,950.00 ",755,"$2,086.03 ",1,2,25314,Apartment,2007,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$412,000.00 ",375,"$1,098.67 ",0,1,25315,Apartment,2020,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$999,000.00 ",1249,$799.84 ,2,3,25314,Apartment,2023,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,445,000.00 ",1550,"$1,577.42 ",2,3,25314,Apartment,2018,0,U.A.E,4
Jumeirah,Dubai,"$1,700,000.00 ",1200,"$1,416.67 ",2,3,25314,Apartment,2005,0,U.A.E,5
Downtown Dubai,Dubai,"$4,294,888.00 ",1636,"$2,625.24 ",3,4,25314,Apartment,2017,0,U.A.E,5
Dubai Marina,Dubai,"$2,975,000.00 ",1694,"$1,756.20 ",2,2,25315,Apartment,2010,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,600,000.00 ",1994,"$1,303.91 ",2,4,25314,Apartment,2018,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,450,000.00 ",1100,"$1,318.18 ",1,2,25314,Apartment,2010,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,400,206.00 ",1215,"$1,152.43 ",2,3,25314,Apartment,2021,0,U.A.E,4
The Views,Dubai,"$3,299,950.00 ",2825,"$1,168.12 ",3,3,25315,Apartment,2007,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,395,000.00 ",1953,$714.29 ,2,2,25314,Apartment,2015,0,U.A.E,4
Dubai Harbour,Dubai,"$1,380,888.00 ",745,"$1,853.54 ",1,1,25314,Apartment,2016,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,275,000.00 ",1886,$676.03 ,2,2,25314,Apartment,2019,0,U.A.E,5
Downtown Dubai,Dubai,"$1,300,000.00 ",917,"$1,417.67 ",1,2,25315,Apartment,2005,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,350,000.00 ",2045,$660.15 ,3,4,25314,Apartment,2007,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$3,000,000.00 ",1932,"$1,552.80 ",3,4,25315,Apartment,2016,0,U.A.E,4
Dubai Marina,Dubai,"$1,490,000.00 ",838,"$1,778.04 ",1,2,25314,Apartment,2009,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$612,870.00 ",695,$881.83 ,1,2,25315,Apartment,2011,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,250,000.00 ",2182,"$1,031.16 ",3,3,25315,Apartment,2017,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,350,000.00 ",1850,$729.73 ,3,4,25314,Apartment,2012,0,U.A.E,4
Dubai Marina,Dubai,"$1,575,000.00 ",775,"$2,032.26 ",1,2,25314,Apartment,2007,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$639,777.00 ",817,$783.08 ,1,2,25314,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$627,777.00 ",750,$837.04 ,1,2,25314,Apartment,2008,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$620,000.00 ",744,$833.33 ,1,2,25314,Apartment,2010,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$706,000.00 ",767,$920.47 ,1,2,25315,Apartment,2009,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$993,999.00 ",1163,$854.69 ,2,3,25315,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$670,000.00 ",880,$761.36 ,1,2,25315,Apartment,2016,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$914,000.00 ",1196,$764.21 ,2,3,25315,Apartment,2007,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,113,000.00 ",1465,$759.73 ,2,3,25314,Apartment,2019,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,131,000.00 ",1558,$725.93 ,2,3,25314,Apartment,2009,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$635,000.00 ",692,$917.63 ,1,2,25314,Apartment,2023,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$941,000.00 ",1316,$715.05 ,2,3,25315,Apartment,2005,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,080,000.00 ",1421,$760.03 ,2,3,25314,Apartment,2012,0,U.A.E,5
Dubai Harbour,Dubai,"$4,222,888.00 ",1968,"$2,145.78 ",3,4,25314,Apartment,2009,0,U.A.E,4
Jumeirah,Dubai,"$1,737,000.00 ",1213,"$1,431.99 ",2,3,25314,Apartment,2015,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,200,000.00 ",1295,$926.64 ,2,3,25315,Apartment,2010,0,U.A.E,4
Dubai Marina,Dubai,"$1,450,000.00 ",1329,"$1,091.05 ",2,3,25314,Apartment,2023,0,U.A.E,5
Dubai Creek Harbour (The Lagoons),Dubai,"$3,400,000.00 ",1931,"$1,760.75 ",3,4,25315,Apartment,2014,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$525,000.00 ",675,$777.78 ,1,1,25315,Apartment,2016,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,259,999.00 ",1583,$795.96 ,2,4,25315,Apartment,2011,0,U.A.E,4
DAMAC Hills,Dubai,"$425,000.00 ",559,$760.29 ,0,1,25314,Apartment,2016,0,U.A.E,4
Dubai Marina,Dubai,"$1,550,000.00 ",1207,"$1,284.18 ",2,3,25314,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$790,000.00 ",1219,$648.07 ,2,2,25315,Apartment,2010,0,U.A.E,5
Barsha Heights (Tecom),Dubai,"$1,020,000.00 ",1307,$780.41 ,2,2,25314,Apartment,2010,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$954,505.00 ",1312,$727.52 ,2,3,25315,Apartment,2008,0,U.A.E,4
Downtown Dubai,Dubai,"$999,999.00 ",838,"$1,193.32 ",1,2,25315,Apartment,2016,0,U.A.E,4
Greens,Dubai,"$1,750,000.00 ",2070,$845.41 ,3,3,25314,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$1,475,000.00 ",782,"$1,886.19 ",1,2,25314,Apartment,2005,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$3,380,000.00 ",1901,"$1,778.01 ",3,4,25315,Apartment,2011,0,U.A.E,4
Dubai Marina,Dubai,"$1,801,000.00 ",800,"$2,251.25 ",1,2,25315,Apartment,2013,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$1,270,000.00 ",1538,$825.75 ,3,4,25315,Apartment,2022,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$635,356.00 ",629,"$1,010.10 ",1,2,25314,Apartment,2017,0,U.A.E,4
Greens,Dubai,"$1,220,000.00 ",1281,$952.38 ,2,2,25315,Apartment,2021,0,U.A.E,5
Dubai Marina,Dubai,"$999,905.00 ",1271,$786.71 ,2,3,25314,Apartment,2015,0,U.A.E,4
Dubai Hills Estate,Dubai,"$1,700,000.00 ",1493,"$1,138.65 ",2,2,25315,Apartment,2006,0,U.A.E,5
Dubai Sports City,Dubai,"$550,000.00 ",860,$639.53 ,1,2,25315,Apartment,2012,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,550,000.00 ",1922,$806.45 ,3,4,25315,Apartment,2019,0,U.A.E,5
Palm Jumeirah,Dubai,"$3,600,000.00 ",2535,"$1,420.12 ",3,4,25314,Apartment,2020,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$620,000.00 ",666,$930.93 ,1,2,25315,Apartment,2007,0,U.A.E,5
Greens,Dubai,"$1,110,000.00 ",1408,$788.35 ,2,2,25314,Apartment,2008,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,399,999.00 ",1305,"$1,072.80 ",2,2,25314,Apartment,2009,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$799,999.00 ",1268,$630.91 ,1,2,25315,Apartment,2010,0,U.A.E,5
International City,Dubai,"$275,000.00 ",732,$375.68 ,1,2,25314,Apartment,2012,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$850,000.00 ",900,$944.44 ,1,2,25315,Apartment,2023,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,850,000.00 ",1960,$943.88 ,3,4,25314,Apartment,2016,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$626,999.00 ",813,$771.22 ,1,2,25314,Apartment,2017,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$1,269,999.00 ",1500,$846.67 ,3,4,25315,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$1,625,000.00 ",1550,"$1,048.39 ",2,3,25314,Apartment,2007,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$8,000,000.00 ",2587,"$3,092.39 ",3,4,25314,Apartment,2012,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,450,000.00 ",1680,$863.10 ,2,3,25315,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$950,000.00 ",936,"$1,014.96 ",1,2,25314,Apartment,2006,0,U.A.E,4
Dubai Silicon Oasis,Dubai,"$245,000.00 ",306,$800.65 ,0,1,25315,Apartment,2021,0,U.A.E,4
Arjan,Dubai,"$699,000.00 ",800,$873.75 ,1,1,25315,Apartment,2014,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,650,000.00 ",1734,$951.56 ,2,4,25314,Apartment,2013,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,150,000.00 ",2439,$881.51 ,3,4,25314,Apartment,2016,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$850,000.00 ",695,"$1,223.02 ",1,1,25315,Apartment,2006,0,U.A.E,4
Dubai Marina,Dubai,"$1,490,000.00 ",616,"$2,418.83 ",0,1,25314,Apartment,2018,0,U.A.E,4
Dubai Marina,Dubai,"$1,492,000.00 ",616,"$2,422.08 ",0,1,25315,Apartment,2016,0,U.A.E,4
Palm Jumeirah,Dubai,"$2,599,950.00 ",2055,"$1,265.18 ",2,3,25314,Apartment,2009,0,U.A.E,5
Downtown Dubai,Dubai,"$1,250,000.00 ",653,"$1,914.24 ",1,1,25315,Apartment,2007,0,U.A.E,5
Downtown Dubai,Dubai,"$1,300,000.00 ",619,"$2,100.16 ",1,1,25314,Apartment,2021,0,U.A.E,4
Dubai Silicon Oasis,Dubai,"$600,000.00 ",881,$681.04 ,1,1,25314,Apartment,2015,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$626,999.00 ",813,$771.22 ,1,2,25314,Apartment,2011,0,U.A.E,5
Old Town,Dubai,"$2,235,000.00 ",1966,"$1,136.83 ",3,4,25315,Apartment,2019,0,U.A.E,5
Motor City,Dubai,"$925,000.00 ",1439,$642.81 ,2,3,25315,Apartment,2021,0,U.A.E,5
The Hills,Dubai,"$1,400,000.00 ",1282,"$1,092.04 ",2,2,25314,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$2,099,950.00 ",1405,"$1,494.63 ",2,3,25315,Apartment,2005,0,U.A.E,5
Dubai Marina,Dubai,"$2,485,000.00 ",1688,"$1,472.16 ",2,2,25314,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$880,000.00 ",865,"$1,017.34 ",1,1,25314,Apartment,2022,0,U.A.E,4
Dubai Sports City,Dubai,"$699,000.00 ",775,$901.94 ,1,2,25315,Apartment,2018,0,U.A.E,4
Dubai Hills Estate,Dubai,"$1,280,000.00 ",1296,$987.65 ,2,2,25314,Apartment,2013,0,U.A.E,5
Dubai Marina,Dubai,"$1,680,000.00 ",1653,"$1,016.33 ",2,3,25314,Apartment,2007,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,750,000.00 ",1607,"$1,088.99 ",3,4,25314,Apartment,2010,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,950,000.00 ",2250,"$1,311.11 ",3,4,25315,Apartment,2007,0,U.A.E,5
Palm Jumeirah,Dubai,"$1,350,000.00 ",1603,$842.17 ,2,1,25314,Apartment,2005,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$870,000.00 ",1145,$759.83 ,1,2,25314,Apartment,2022,0,U.A.E,5
Downtown Dubai,Dubai,"$1,200,000.00 ",827,"$1,451.03 ",0,1,25315,Apartment,2007,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,900,000.00 ",1377,"$1,379.81 ",1,2,25315,Apartment,2017,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,000,000.00 ",950,"$2,105.26 ",1,2,25314,Apartment,2017,0,U.A.E,4
Downtown Dubai,Dubai,"$1,000,000.00 ",915,"$1,092.90 ",1,1,25314,Apartment,2013,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,690,000.00 ",1777,$951.04 ,2,2,25315,Apartment,2019,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$789,999.00 ",756,"$1,044.97 ",1,1,25314,Apartment,2009,0,U.A.E,4
DIFC,Dubai,"$4,100,000.00 ",2440,"$1,680.33 ",2,3,25314,Apartment,2005,0,U.A.E,4
Downtown Dubai,Dubai,"$999,999.00 ",836,"$1,196.17 ",1,2,25315,Apartment,2011,0,U.A.E,5
Downtown Dubai,Dubai,"$1,275,000.00 ",1282,$994.54 ,2,3,25315,Apartment,2005,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,900,000.00 ",2603,"$1,114.10 ",3,4,25314,Apartment,2005,0,U.A.E,5
Downtown Dubai,Dubai,"$8,950,000.00 ",2813,"$3,181.66 ",4,5,25315,Apartment,2020,0,U.A.E,5
Dubai Marina,Dubai,"$1,600,000.00 ",2455,$651.73 ,2,4,25314,Apartment,2015,0,U.A.E,4
Dubai Marina,Dubai,"$2,587,000.00 ",1211,"$2,136.25 ",2,2,25315,Apartment,2023,0,U.A.E,5
Town Square,Dubai,"$914,888.00 ",916,$998.79 ,2,3,25315,Apartment,2006,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$610,577.00 ",771,$791.93 ,1,1,25314,Apartment,2018,0,U.A.E,4
Discovery Gardens,Dubai,"$500,000.00 ",861,$580.72 ,1,2,25314,Apartment,2011,0,U.A.E,5
Palm Jumeirah,Dubai,"$14,570,000.00 ",3236,"$4,502.47 ",3,4,25315,Apartment,2011,0,U.A.E,5
Mohammed Bin Rashid City,Dubai,"$948,307.00 ",792,"$1,197.36 ",1,2,25315,Apartment,2018,0,U.A.E,5
Dubai Marina,Dubai,"$1,890,000.00 ",1277,"$1,480.03 ",2,2,25314,Apartment,2014,0,U.A.E,4
Green Community,Dubai,"$1,250,000.00 ",2100,$595.24 ,2,2,25314,Apartment,2020,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,750,000.00 ",2279,"$1,645.46 ",3,3,25314,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$3,200,000.00 ",1976,"$1,619.43 ",3,3,25314,Apartment,2007,0,U.A.E,4
Motor City,Dubai,"$650,000.00 ",1066,$609.76 ,1,2,25315,Apartment,2017,0,U.A.E,4
City Walk,Dubai,"$1,398,000.00 ",956,"$1,462.34 ",1,2,25315,Apartment,2007,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$1,300,000.00 ",2063,$630.15 ,2,4,25314,Apartment,2011,0,U.A.E,5
Dubai Marina,Dubai,"$3,950,000.00 ",3882,"$1,017.52 ",3,6,25315,Apartment,2009,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$1,299,999.00 ",1450,$896.55 ,2,3,25314,Apartment,2005,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$906,888.00 ",1110,$817.02 ,2,3,25314,Apartment,2011,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$395,000.00 ",437,$903.89 ,0,1,25315,Apartment,2015,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,500,000.00 ",1512,"$1,653.44 ",1,2,25315,Apartment,2007,0,U.A.E,5
Downtown Dubai,Dubai,"$5,796,888.00 ",1861,"$3,114.93 ",3,4,25315,Apartment,2009,0,U.A.E,5
Jumeirah,Dubai,"$2,900,000.00 ",2007,"$1,444.94 ",3,4,25315,Apartment,2016,0,U.A.E,5
Jumeirah,Dubai,"$1,700,000.00 ",1200,"$1,416.67 ",2,3,25315,Apartment,2017,0,U.A.E,4
Al Furjan,Dubai,"$1,250,000.00 ",1797,$695.60 ,3,4,25314,Apartment,2010,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$745,000.00 ",1272,$585.69 ,1,1,25315,Apartment,2016,0,U.A.E,4
Palm Jumeirah,Dubai,"$3,500,000.00 ",1800,"$1,944.44 ",2,2,25315,Apartment,2023,0,U.A.E,4
The Views,Dubai,"$890,000.00 ",754,"$1,180.37 ",1,1,25314,Apartment,2011,0,U.A.E,5
Dubai Marina,Dubai,"$1,000,000.00 ",699,"$1,430.62 ",1,2,25315,Apartment,2018,0,U.A.E,5
Town Square,Dubai,"$1,200,000.00 ",2408,$498.34 ,3,3,25315,Apartment,2021,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$1,700,000.00 ",1164,"$1,460.48 ",2,3,25314,Apartment,2020,0,U.A.E,4
Downtown Dubai,Dubai,"$2,800,000.00 ",1607,"$1,742.38 ",3,3,25315,Apartment,2005,0,U.A.E,4
Dubai Marina,Dubai,"$770,000.00 ",807,$954.15 ,1,2,25314,Apartment,2012,0,U.A.E,5
Al Sufouh,Dubai,"$1,900,000.00 ",1782,"$1,066.22 ",3,4,25314,Apartment,2023,0,U.A.E,4
Arjan,Dubai,"$540,000.00 ",377,"$1,432.36 ",0,1,25314,Apartment,2017,0,U.A.E,5
Dubai Marina,Dubai,"$4,500,000.00 ",3554,"$1,266.18 ",3,5,25315,Apartment,2015,0,U.A.E,5
Downtown Dubai,Dubai,"$1,250,000.00 ",967,"$1,292.66 ",1,2,25315,Apartment,2006,0,U.A.E,5
Palm Jumeirah,Dubai,"$2,400,000.00 ",1723,"$1,392.92 ",2,3,25315,Apartment,2022,0,U.A.E,4
Business Bay,Dubai,"$1,350,000.00 ",891,"$1,515.15 ",2,3,25314,Apartment,2006,0,U.A.E,4
DIFC,Dubai,"$3,800,000.00 ",2437,"$1,559.29 ",3,3,25315,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$2,650,000.00 ",1449,"$1,828.85 ",2,3,25314,Apartment,2010,0,U.A.E,4
Downtown Dubai,Dubai,"$4,700,000.00 ",2184,"$2,152.01 ",3,5,25315,Apartment,2007,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$325,000.00 ",554,$586.64 ,0,1,25315,Apartment,2013,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$820,845.00 ",493,"$1,665.00 ",1,1,25315,Apartment,2016,0,U.A.E,5
Greens,Dubai,"$1,785,000.00 ",2398,$744.37 ,4,3,25315,Apartment,2010,0,U.A.E,5
The Views,Dubai,"$1,399,000.00 ",1237,"$1,130.96 ",2,2,25315,Apartment,2012,0,U.A.E,5
Dubai Silicon Oasis,Dubai,"$390,000.00 ",790,$493.67 ,1,1,25315,Apartment,2018,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,540,000.00 ",640,"$2,406.25 ",1,2,25314,Apartment,2015,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,483,350.00 ",899,"$1,650.00 ",2,2,25315,Apartment,2009,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$1,550,000.00 ",1105,"$1,402.71 ",1,2,25314,Apartment,2021,0,U.A.E,5
Town Square,Dubai,"$689,999.00 ",1064,$648.50 ,2,2,25314,Apartment,2013,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$425,000.00 ",510,$833.33 ,0,1,25314,Apartment,2015,0,U.A.E,4
Jumeirah Beach Residence,Dubai,"$2,450,000.00 ",1181,"$2,074.51 ",2,3,25314,Apartment,2009,0,U.A.E,5
Business Bay,Dubai,"$16,200,000.00 ",4000,"$4,050.00 ",2,2,25315,Apartment,2014,0,U.A.E,4
Al Barari,Dubai,"$2,700,000.00 ",2745,$983.61 ,2,3,25314,Apartment,2016,0,U.A.E,5
Dubai Creek Harbour (The Lagoons),Dubai,"$740,000.00 ",725,"$1,020.69 ",1,1,25315,Apartment,2010,0,U.A.E,4
Town Square,Dubai,"$675,000.00 ",883,$764.44 ,2,2,25315,Apartment,2014,0,U.A.E,4
The Views,Dubai,"$1,650,000.00 ",1364,"$1,209.68 ",2,2,25314,Apartment,2006,0,U.A.E,5
Downtown Dubai,Dubai,"$1,900,000.00 ",880,"$2,159.09 ",1,1,25314,Apartment,2007,0,U.A.E,5
Dubai Production City (IMPZ),Dubai,"$550,000.00 ",1256,$437.90 ,2,2,25315,Apartment,2019,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$950,000.00 ",980,$969.39 ,1,2,25314,Apartment,2022,0,U.A.E,4
Greens,Dubai,"$1,100,000.00 ",1441,$763.36 ,2,2,25315,Apartment,2021,0,U.A.E,5
Downtown Dubai,Dubai,"$2,100,000.00 ",1678,"$1,251.49 ",2,3,25314,Apartment,2023,0,U.A.E,5
Downtown Dubai,Dubai,"$2,290,000.00 ",1442,"$1,588.07 ",2,3,25314,Apartment,2011,0,U.A.E,4
Mohammed Bin Rashid City,Dubai,"$1,110,200.00 ",700,"$1,586.00 ",1,2,25314,Apartment,2017,0,U.A.E,4
Palm Jumeirah,Dubai,"$1,699,000.00 ",1890,$898.94 ,1,2,25315,Apartment,2010,0,U.A.E,4
Business Bay,Dubai,"$700,000.00 ",713,$981.77 ,0,1,25314,Apartment,2009,0,U.A.E,5
Town Square,Dubai,"$490,000.00 ",680,$720.59 ,1,1,25314,Apartment,2020,0,U.A.E,5
Town Square,Dubai,"$808,000.00 ",1340,$602.99 ,3,3,25314,Apartment,2021,0,U.A.E,5
Palm Jumeirah,Dubai,"$4,996,000.00 ",1621,"$3,082.05 ",2,3,25315,Apartment,2015,0,U.A.E,5
Palm Jumeirah,Dubai,"$16,500,000.00 ",4877,"$3,383.23 ",3,4,25315,Apartment,2023,0,U.A.E,5
Motor City,Dubai,"$650,000.00 ",907,$716.65 ,1,2,25314,Apartment,2009,0,U.A.E,4
The Hills,Dubai,"$4,000,000.00 ",2035,"$1,965.60 ",3,4,25315,Apartment,2022,0,U.A.E,5
Dubai Marina,Dubai,"$590,000.00 ",666,$885.89 ,1,1,25315,Apartment,2011,0,U.A.E,5
Downtown Dubai,Dubai,"$4,500,000.00 ",1271,"$3,540.52 ",2,3,25314,Apartment,2017,0,U.A.E,4
Downtown Dubai,Dubai,"$2,100,000.00 ",1242,"$1,690.82 ",2,3,25315,Apartment,2014,0,U.A.E,4
Downtown Dubai,Dubai,"$1,950,000.00 ",1400,"$1,392.86 ",2,3,25314,Apartment,2016,0,U.A.E,5
Al Furjan,Dubai,"$650,000.00 ",795,$817.61 ,1,2,25315,Apartment,2014,0,U.A.E,5
Downtown Dubai,Dubai,"$2,300,000.00 ",1470,"$1,564.63 ",2,3,25314,Apartment,2014,0,U.A.E,5
Business Bay,Dubai,"$1,110,888.00 ",669,"$1,660.52 ",0,1,25315,Apartment,2006,0,U.A.E,4
Dubai Creek Harbour (The Lagoons),Dubai,"$2,000,000.00 ",1592,"$1,256.28 ",3,4,25314,Apartment,2006,0,U.A.E,5
Al Sufouh,Dubai,"$1,300,000.00 ",1366,$951.68 ,2,2,25315,Apartment,2020,0,U.A.E,4
Motor City,Dubai,"$675,000.00 ",907,$744.21 ,1,1,25314,Apartment,2009,0,U.A.E,5
Dubai Hills Estate,Dubai,"$1,125,000.00 ",844,"$1,332.94 ",1,1,25315,Apartment,2010,0,U.A.E,4
Downtown Dubai,Dubai,"$3,499,900.00 ",2379,"$1,471.16 ",3,3,25314,Apartment,2010,0,U.A.E,5
Dubai Marina,Dubai,"$3,378,000.00 ",1516,"$2,228.23 ",2,3,25314,Apartment,2018,0,U.A.E,4
Culture Village,Dubai,"$4,202,898.00 ",1764,"$2,382.60 ",2,3,25314,Apartment,2012,0,U.A.E,5
Culture Village,Dubai,"$1,000,000.00 ",707,"$1,414.43 ",1,1,25315,Apartment,2022,0,U.A.E,5
Culture Village,Dubai,"$749,000.00 ",561,"$1,335.12 ",0,1,25314,Apartment,2022,0,U.A.E,5
Culture Village,Dubai,"$4,300,000.00 ",2289,"$1,878.55 ",3,4,25314,Apartment,2014,0,U.A.E,5
Jumeirah Beach Residence,Dubai,"$3,650,000.00 ",1899,"$1,922.06 ",3,4,25314,Apartment,2018,0,U.A.E,4
DAMAC Hills,Dubai,"$677,250.00 ",407,"$1,664.00 ",0,1,25314,Apartment,2023,0,U.A.E,5
DAMAC Hills,Dubai,"$982,800.00 ",591,"$1,662.94 ",1,1,25315,Apartment,2022,0,U.A.E,4
Jumeirah Lake Towers,Dubai,"$950,000.00 ",1389,$683.95 ,1,1,25315,Apartment,2018,0,U.A.E,5
Mirdif,Dubai,"$936,000.00 ",780,"$1,200.00 ",1,2,25314,Apartment,2019,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$825,888.00 ",745,"$1,108.57 ",1,2,25314,Apartment,2012,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$835,000.00 ",890,$938.20 ,1,2,25314,Apartment,2007,0,U.A.E,5
Jumeirah Lake Towers,Dubai,"$1,500,000.00 ",1561,$960.92 ,3,3,25314,Apartment,2018,0,U.A.E,4
Jumeirah Village Circle,Dubai,"$425,000.00 ",609,$697.87 ,0,1,25315,Apartment,2019,0,U.A.E,4
Dubai Sports City,Dubai,"$1,349,000.00 ",1921,$702.24 ,3,4,25314,Apartment,2012,0,U.A.E,5
Jumeirah Village Circle,Dubai,"$980,000.00 ",1089,$899.91 ,2,3,25314,Apartment,2012,0,U.A.E,5
City Walk,Dubai,"$4,600,000.00 ",2678,"$1,717.70 ",3,4,25314,Apartment,2006,0,U.A.E,5
Jumeirah Golf Estates,Dubai,"$615,000.00 ",776,$792.53 ,1,2,25315,Apartment,2017,0,U.A.E,5
Downtown Dubai,Dubai,"$1,770,000.00 ",1625,"$1,089.23 ",2,3,25315,Apartment,2022,0,U.A.E,5
Downtown Dubai,Dubai,"$1,512,888.00 ",607,"$2,492.40 ",1,2,25314,Apartment,2012,0,U.A.E,5
